"","logFC.populationSTDI","logFC.populationSTGL2","logFC.populationSTGL3","logFC.populationSTIN","logFC.populationSTPO1","logFC.populationSTTO.BH","logCPM","LR","PValue","FDR"
"Sdiv_ptg000001l_0692-R",0.604754536466094,0.22502671857111,-0.202256657169669,0.988170603687853,-3.15267023513986,0.645214797623827,3.37658595392007,66.1237870174664,2.54263386996859e-12,1.55538100216849e-11
"Sdiv_ptg000012l_1098-R",-0.838520631945648,-1.17073466853358,-0.501049008392818,-0.0312785782404152,-1.94269909176588,-0.551160890920792,5.10506590331628,66.1133889188686,2.55510806606274e-12,1.5627762935765e-11
"Sdiv_ptg000003l_0207-R",0.496626088609748,1.43765440602867,1.5270065958533,-0.112635695337446,-0.362429808425914,1.55729044387776,4.58771427455214,66.10822784567,2.56132226911654e-12,1.5663411454781e-11
"Sdiv_ptg000014l_1238-R",2.04753109395325,-3.04529608846969,-4.96588163770473,-4.96588163770473,3.49764730141539,3.0542890089632,1.3428518485346,66.1050362716185,2.56517263753603e-12,1.56845957114573e-11
"Sdiv_ptg000014l_1167-R",-2.98132583442886,-8.16122438662652,-8.16122438662652,-8.16122438662652,-2.10063817494512,0.0723043397378519,0.778923299346388,66.103167770942,2.56742950856278e-12,1.56960317110359e-11
"Sdiv_ptg000001l_1845-R",-0.536842210865295,-2.82867731442541,0.306376379891957,-1.32230845591783,-0.461192642726564,0.360516813764605,3.65638698079466,66.0976875695232,2.57406021349676e-12,1.5734199763548e-11
"Sdiv_ptg000007l_1100-R",-0.09968052775743,0.553619924725759,1.32782054109536,0.629849439154496,1.8786293235153,1.36775721727085,4.472542603424,66.0970269027689,2.57486073297762e-12,1.57344112677029e-11
"Sdiv_ptg000002l_1377-R",-1.67057585804294,-1.26523666107849,-0.819372073979357,-0.934092924904175,-1.26012969737824,-2.35722051644247,5.34007642409831,66.0970194255224,2.57486979446106e-12,1.57344112677029e-11
"Sdiv_ptg000005l_1117-R",1.31476252382007,1.96452137820897,1.30210338396508,1.06550001789497,1.25956868016661,1.40304352172948,5.91425360660586,66.095938208308,2.57618042900236e-12,1.57400515347682e-11
"Sdiv_ptg000002l_1191-R",-0.517793772591896,-0.788248965599365,-1.30266933054089,-1.31655211919056,-4.3106326639768,-0.435136565496839,3.13433154732927,66.095098131423,2.57719921664553e-12,1.57439072350095e-11
"Sdiv_ptg000009l_1078-R",-0.16506980041525,-1.57420309238454,-1.36111434355618,-0.641944407628021,-1.32994489379148,-1.58247622676,5.46305258480854,66.0845363113785,2.59004222787683e-12,1.5819984161427e-11
"Sdiv_ptg000012l_1484-R",-6.64377683907234,-6.64377683907234,-6.64377683907234,-1.22651030294895,-6.64377683907234,-6.64377683907234,-0.552545946206041,66.0827641633674,2.59220338204245e-12,1.58308032081841e-11
"Sdiv_ptg000014l_0393-R",-0.593274678515839,-0.378754066720279,0.22505297032418,-0.240288897381883,-1.1049863967454,-1.38253001998438,6.20418706368783,66.0792601993085,2.59648180393434e-12,1.58545473880538e-11
"Sdiv_ptg000008l_1258-R",-0.335024617009246,-0.805456433255874,0.135476173781334,-1.57409530993904,-0.616872733602787,-0.834430275224134,5.77290852757213,66.0727204140568,2.60448589550701e-12,1.59010305627661e-11
"Sdiv_ptg000009l_1471-R",-0.901836125005274,1.00128321476216,0.251788287731658,0.611453337183224,-2.67941752688734,0.0320995045864348,4.02310347748919,66.0682265246811,2.61000027043604e-12,1.5932301710963e-11
"Sdiv_ptg000008l_0622-R",-0.6895939842987,-3.92895671538503,-3.83343127648049,-4.64177193945357,-5.03682567261683,-5.68464405987128,3.46018900914485,66.0667000310688,2.61187605481333e-12,1.59413556413272e-11
"Sdiv_ptg000002l_1595-R",-0.141512683280921,-1.55534474807881,-1.36834637543452,-0.382158274782689,-1.84635882717076,-0.0174529081830452,4.07489508437944,66.0660911498787,2.6126246349196e-12,1.5943528092207e-11
"Sdiv_ptg000003l_2722-R",2.40013915875444,5.24180689852306,5.89760561954241,5.18234697766947,6.00023921385151,-3.00120735412663,2.60164455530565,66.0579119645155,2.62270119782437e-12,1.6002615302608e-11
"Sdiv_ptg000012l_0689-R",0.919487194730185,-0.590288474608913,-1.1771268737715,-0.563403165913578,-0.0245127648945466,1.37427896456779,4.352884274065,66.0497969757683,2.63273700434012e-12,1.60614361175233e-11
"Sdiv_ptg000012l_1914-R",-0.186487133891333,-1.02149522540378,-1.04565742662707,-1.27939495128186,-0.555088328809179,-1.45087329545318,5.74175529892604,66.0455897243471,2.63795518945135e-12,1.60908530002796e-11
"Sdiv_ptg000013l_0775-R",-0.118079069646002,0.952034502508509,0.967644307870162,0.914846168565497,-0.40496359596123,0.193428112457753,5.28762680704497,66.0177628257811,2.67272931626304e-12,1.63005176653916e-11
"Sdiv_ptg000015l_2394-R",0.978693625760468,0.62121668363,-0.91524067376293,0.252566513057792,0.0443489426219534,-0.0531519529155034,4.82022654877751,66.0171646916091,2.67348178107437e-12,1.63026582373188e-11
"Sdiv_ptg000009l_1425-R",2.17163539018211,2.06644269301403,2.51638525412827,2.49482251664411,2.44052901411292,1.49459473591557,5.16076118299373,65.9968366863688,2.69918090643223e-12,1.6456897880869e-11
"Sdiv_ptg000009l_0691-R",0.979133205158447,0.366326825613201,0.69863793867598,0.287540341019957,1.54563140434482,0.112482379642353,5.86726008288695,65.9926214982133,2.70454062781915e-12,1.64871005454473e-11
"Sdiv_ptg000014l_2125-R",0.917269683420869,1.62004639637556,1.6896855277602,1.58649041338322,1.83308271383283,0.383101483189876,5.20993328026772,65.9838773662027,2.71569291495914e-12,1.6552600796282e-11
"Sdiv_ptg000016l_0128-R",1.03985210982388,1.58248127893414,1.62690271050431,1.45941060976888,1.69544453504168,0.991155590686649,7.24662256332681,65.9687388464187,2.7351092424696e-12,1.66684445294493e-11
"Sdiv_ptg000002l_0194-R",0.549067381179278,0.868701898150271,1.15784018437977,0.407141825705081,-0.374956449697817,0.858390084127192,7.02257271800765,65.9547815693084,2.75313326534255e-12,1.67757697137604e-11
"Sdiv_ptg000005l_0214-R",0.470586981695456,1.40999211679351,1.39359334539065,1.08482112385484,0.863311910192534,0.872794846170633,6.0867212356085,65.9495572224782,2.75991028396409e-12,1.68145411838928e-11
"Sdiv_ptg000007l_0614-R",0.762547988768485,-0.967765296492451,-1.89845988375552,-0.499816136869838,-0.735775796669627,-0.0430773689150399,4.26127552006774,65.9488943614236,2.7607713362063e-12,1.68172638580847e-11
"Sdiv_ptg000003l_2177-R",0.0862423213571568,0.013080403960367,-0.213059989255833,-0.48312035356664,-1.43354875802861,0.351452163982603,5.46421323000792,65.9343522724389,2.77972902364943e-12,1.69302049998963e-11
"Sdiv_ptg000008l_0542-R",-2.26271827987305,-5.50937501278433,-7.56691471104593,-7.56691471104593,-7.56691471104593,-7.56691471104593,0.141514850617757,65.9200412837407,2.79851227662757e-12,1.70420500157077e-11
"Sdiv_ptg000015l_1536-R",1.55812990354796,0.435937130286297,0.270020205901303,0.521785570181106,1.30689058196504,1.34231386734144,4.57307889997818,65.9119950874534,2.80912853169694e-12,1.71041345266285e-11
"Sdiv_ptg000001l_0414-R",-0.929787449454623,1.21750180359076,0.363831187295898,0.723982607783386,1.03736544506741,-1.3629146023127,4.35640166182355,65.9103341431836,2.81132500291013e-12,1.71149419892307e-11
"Sdiv_ptg000014l_1795-R",0.749864758313234,0.254074453668001,1.27077698887591,1.2374602271047,1.95406756584161,0.928025380222395,4.11486179270957,65.9059516974938,2.81712868205761e-12,1.71477030825411e-11
"Sdiv_ptg000003l_2123-R",-1.11084751721398,-0.645475405134293,-1.65386273145072,-1.37372671283898,-2.58319293548306,0.0154825393789673,4.19445180515012,65.9021650475434,2.82215297680778e-12,1.71757109976404e-11
"Sdiv_ptg000014l_2354-R",-0.0409655346032955,-1.68968293733274,-5.2159656620545,-6.89467333849794,1.33506012814595,-0.0518716370937264,1.33861565213042,65.9006002100975,2.82423188302001e-12,1.71857874781823e-11
"Sdiv_ptg000012l_0094-R",0.518424767043919,0.0108447514385414,-0.718383866426327,-0.0515237434254252,-1.94478993379205,-0.740637376947247,4.40350688557791,65.8927778981559,2.83464686120277e-12,1.72465793296373e-11
"Sdiv_ptg000009l_1139-R",0.710522354831039,-1.47037041941556,-3.92176993884749,-0.907212935458388,-0.453616969602983,-1.38215646222762,2.87854872805678,65.8899211927199,2.83845995562664e-12,1.72671917540338e-11
"Sdiv_ptg000014l_0865-R",1.3570606475593,1.13423061060797,-0.105350569836476,0.561110329192042,1.6302144323025,1.52029109969457,5.33269438111343,65.884770750911,2.84534764010792e-12,1.73064988427534e-11
"Sdiv_ptg000018l_0122-R",1.79584565075269,0.772037739595899,1.01349270553234,1.46594990481055,0.00190692771315173,1.38140787163403,4.97036303679596,65.8515016749344,2.89024200882087e-12,1.75751456188429e-11
"Sdiv_ptg000009l_1718-R",-0.0551022370437114,0.434688758653751,2.20443030878951,1.4076951703996,-0.89623151267714,1.73136639299309,3.48367464751249,65.8513992688681,2.89038128460406e-12,1.75751456188429e-11
"Sdiv_ptg000001l_1660-R",-1.14946161309685,-2.23298459125762,-2.91660087894542,-1.04540869858886,-1.14548623928114,-2.94835256015189,3.32420254580551,65.8458297594277,2.89796610683251e-12,1.76186272996019e-11
"Sdiv_ptg000015l_0791-R",-2.02776730917817,-0.301168043921557,-0.777647110800918,0.315784490322143,-0.742497744392557,-4.8390065736875,3.7756115493169,65.8338608715144,2.91433318801517e-12,1.77154810527761e-11
"Sdiv_ptg000001l_0658-R",-0.747458720493982,0.367796969263783,1.28681177423339,0.541009532714863,1.08930528689823,0.658428416086396,4.39077088136178,65.8250553760824,2.92643330245366e-12,1.7786371902325e-11
"Sdiv_ptg000002l_0780-R",1.77968269542348,4.94305617837249,3.79912031241844,3.19847750004708,1.27362574342059,3.6502213552611,3.13312003052529,65.8211803992287,2.931773995891e-12,1.7816165051953e-11
"Sdiv_ptg000010l_2730-R",0.321278991279993,-1.41469545858389,-4.07594603767678,-1.59460957590899,-1.66329786043203,-1.54061334355019,3.52484593133744,65.8185257402875,2.93543839780403e-12,1.78357641151025e-11
"Sdiv_ptg000008l_1189-R",1.16155289541003,0.822376176600607,0.689733319361199,0.567507032959448,-0.414276635620928,1.14084564040684,6.25376309647563,65.8116138851634,2.94500074930637e-12,1.78911879752146e-11
"Sdiv_ptg000008l_0447-R",6.49689216532093,1.94286148362597,0,0,0,0,-0.177704098634231,65.8083725449983,2.94949575150346e-12,1.79158151810844e-11
"Sdiv_ptg000007l_1534-R",5.11438885596864,6.51596155845253,7.37931222282908,8.52381057646594,7.99758951698132,5.72030217348814,1.73996550266804,65.7735816274593,2.99817616278396e-12,1.82087857113379e-11
"Sdiv_ptg000010l_2091-R",1.04126540655768,-1.2984300832093,-0.265959333702736,0.0716673974871198,-0.732882293101251,0.64377801591782,5.15243906250691,65.7704875014506,3.00254418428169e-12,1.8232586981747e-11
"Sdiv_ptg000010l_1091-R",0.520334074595308,1.33665948656227,-0.00788551660609402,-0.264014880959834,-2.02461362452767,0.652908641497693,4.10575353397753,65.7642658785343,3.01134657217465e-12,1.82833042628176e-11
"Sdiv_ptg000015l_1702-R",0.00166107002488863,-0.455419495737551,-0.861549599344036,-0.474676598878376,0.428065224452042,-1.29054582237554,6.36445790741847,65.7485678949552,3.03367081036187e-12,1.84160916318664e-11
"Sdiv_ptg000014l_2184-R",5.29431707948177,1.58843316143516,-0.220619714283261,-0.396082276349286,1.40499966194057,4.50905400956307,2.38915423812534,65.7423376227357,3.04257665190997e-12,1.84656296896909e-11
"Sdiv_ptg000005l_0159-R",0.308879609523497,0.302715236189296,-0.026158027123665,-0.130304547464814,-3.44754996952361,0.58798571509736,4.28158188146221,65.7422230406777,3.04274068496582e-12,1.84656296896909e-11
"Sdiv_ptg000009l_1054-R",0.400579513635989,-1.04492215826515,-0.637106375631138,-0.142850795176706,-1.23146582299547,-0.186668128800717,5.74718494620875,65.7313159904195,3.05839544416355e-12,1.85578609392865e-11
"Sdiv_ptg000003l_0656-R",-1.54084510422362,3.49811106763957,2.5352376905262,3.28622950640728,3.39672957933565,2.60802534121176,3.15298846772665,65.7297544565686,3.06064326347254e-12,1.85687255874146e-11
"Sdiv_ptg000015l_1946-R",0.300622812794964,0.503591510248843,1.06748159427638,0.865056805415301,0.676502992268421,0.0520955656913554,7.35055984988946,65.7133300246984,3.08438625136975e-12,1.87084023735494e-11
"Sdiv_ptg000013l_1331-R",0.999110851143109,1.61110254706512,1.6087111892565,1.28319679526105,1.25186718228973,0.909327238708116,6.34082773733686,65.7131914531639,3.08458734893644e-12,1.87084023735494e-11
"Sdiv_ptg000004l_0261-R",-1.4547684836751,0.112707500848438,-0.457816559962073,-0.310349524983882,-0.927748625442328,-1.73477652134029,5.49253558362845,65.6988854734769,3.1054190165411e-12,1.88319361687079e-11
"Sdiv_ptg000001l_1278-R",0.257381880677539,0.991444514908127,1.15941293714113,1.33816687016313,1.24187253654081,1.23579067707766,6.41274843414316,65.6886313704321,3.12043687277566e-12,1.89201821197444e-11
"Sdiv_ptg000004l_2354-R",2.45445617617778,1.10236114532393,-0.128466792786055,0.547428627294436,-2.37931294742363,2.29279695663561,3.50519035598578,65.680634792942,3.13219870911066e-12,1.89886624040232e-11
"Sdiv_ptg000002l_1359-R",2.34091999516941,0.95785499626181,1.47471930842307,-0.398903182481933,-0.00332856340923953,1.47706446078836,3.4696871315582,65.6795218030247,3.13383926408528e-12,1.89957720790337e-11
"Sdiv_ptg000005l_0472-R",0.457613005422531,-1.16892402354108,-1.20320579437518,-0.889828817057155,-1.52160825254106,-1.11561922512145,5.17685851993922,65.6636676894893,3.15730166757982e-12,1.91351330617531e-11
"Sdiv_ptg000003l_2378-R",1.1174786374257,1.47347252867715,1.79085011457255,1.67946994155481,1.74577670737737,1.80623837645475,5.55736317981046,65.6597760281934,3.1630876606514e-12,1.91653327011033e-11
"Sdiv_ptg000015l_1713-R",-1.0976085727085,-1.28027770715138,-0.674579902971297,-0.284369023530611,0.437559837966236,-1.05537635355578,4.2353466281918,65.6596813337155,3.16322858106669e-12,1.91653327011033e-11
"Sdiv_ptg000001l_1341-R",-3.37027525619126,-0.732124405798108,-5.08194401949527,-1.90888608584913,-6.56123205098281,-3.16416051385365,2.35306776745073,65.6437116694879,3.18708383065212e-12,1.93069858313382e-11
"Sdiv_ptg000012l_1513-R",-0.797452769192371,0.336129978267053,-0.124401627930972,0.28289958282012,1.07651274740928,-0.264284382327822,5.30465655742808,65.6424112545569,3.18903425873877e-12,1.93159196166985e-11
"Sdiv_ptg000005l_1510-R",-0.201503328762033,0.758041059625003,1.21289863288673,1.10919058290537,0.420058495297563,1.45366261007473,5.46394100084038,65.6350552887088,3.2000895576633e-12,1.93799905411597e-11
"Sdiv_ptg000012l_0654-R",-6.92372837154038,-3.91433941472008,-2.76354020752305,-2.819588302367,-7.36475095542859,-8.96749750797369,1.25492794506363,65.632972870329,3.20322617027762e-12,1.93960933298976e-11
"Sdiv_ptg000012l_0712-R",0.845083525546467,1.50439193741032,1.41663363064019,1.07544457444,2.14002699627431,1.16851178393683,5.56855881907673,65.6271784283832,3.21197012149582e-12,1.94461396680273e-11
"Sdiv_ptg000013l_0828-R",0.257796862734865,-0.635802688717752,-2.39556847184116,-1.55709266901938,0.294661481771161,0.502444611736561,4.01020500021535,65.6170831087186,3.22726114347088e-12,1.95358029206587e-11
"Sdiv_ptg000022l_1880-R",-1.03708550806772,0.696514681275486,-0.209432610783097,-0.267971949351422,-0.324133290206019,-1.02699960633119,5.24903529326627,65.6167129027105,3.22782326019936e-12,1.95362932335155e-11
"Sdiv_ptg000009l_2166-R",0,7.1704973537048,6.44513013277492,8.04317918226522,4.84982560263814,0,0.890467457215281,65.6118101549356,3.23527676090402e-12,1.9578487057119e-11
"Sdiv_ptg000002l_1721-R",-0.0995455564371678,-0.947529406397402,-1.36238567688739,-0.547935435301304,-1.5939049349108,0.524628772417856,4.53663308497712,65.6107973483891,3.23681863982648e-12,1.95848990744738e-11
"Sdiv_ptg000014l_2469-R",2.27137951179487,0.264160350195043,1.19153053334805,-1.27778310261184,0.356463444003896,0.806225522656504,3.46317278221313,65.6024654523923,3.2495308368642e-12,1.96588869430434e-11
"Sdiv_ptg000007l_1779-R",-3.67448342190164,-8.72602468442955,-2.70648570775073,-2.20236987855147,-8.72602468442955,-2.33794906897736,1.1380617580577,65.5963194740132,3.2589398429373e-12,1.97128722273666e-11
"Sdiv_ptg000009l_2018-R",0.671783258539264,-0.492229014840775,-0.904143936303679,-0.885080152985931,-1.07652354418589,0.0811871496361983,4.40722168744239,65.5944434647825,3.26181727726966e-12,1.97273387490039e-11
"Sdiv_ptg000005l_1672-R",0.0140319667711874,1.15128857987322,0.747541989811943,0.736039641326599,-0.257112855494393,-0.138316948999058,6.07192237829363,65.5868478204725,3.27349346165643e-12,1.97950075210753e-11
"Sdiv_ptg000007l_0420-R",-0.693096006443661,-1.01208023556897,0.49161607829475,-0.993870979175863,0.111851098103901,-2.03715476274762,6.77447463095417,65.5752198617989,3.29144906468658e-12,1.99006225015877e-11
"Sdiv_ptg000015l_0795-R",-2.23741000638582,-7.23647521132175,-4.52551112458236,-9.92408466127237,-4.39792872322447,-9.92408466127237,2.19047636059064,65.5745061608995,3.29255433999666e-12,1.99043414515266e-11
"Sdiv_ptg000003l_0215-R",1.56668530871876,-2.11226346246605,-0.928291936373725,-1.37100567812018,0.635523392394934,1.03422875473358,3.39672252495294,65.569422363326,3.30043810432737e-12,1.99490309116281e-11
"Sdiv_ptg000015l_1937-R",-0.00158368734903198,-1.14950680980995,-1.11999394534747,-1.64414773885656,-0.414569578800745,-0.234219610180829,5.26087645360248,65.5676054558268,3.3032602643815e-12,1.99631174721648e-11
"Sdiv_ptg000002l_1572-R",-0.959721253127562,-0.214361157818346,0.797626833396029,0.640623060602902,0.352026013327645,0.014810176544348,5.861932954955,65.5470445615673,3.33536535488652e-12,2.01541436905539e-11
"Sdiv_ptg000010l_2790-R",-0.28509820585502,-5.33893744110078,-4.24125194311258,-3.32451451013078,-7.72722094265352,-1.19750854543989,2.4798632683558,65.5396830204764,3.34693568676733e-12,2.02210490249776e-11
"Sdiv_ptg000002l_0187-R",-0.596937407340097,-1.03069844248418,-0.366973072781118,-2.02309732255941,-1.70091683272374,-0.707910118959184,4.72976412259583,65.5106229754065,3.39300264773453e-12,2.04963203680316e-11
"Sdiv_ptg000002l_1532-R",-1.15160459713421,0.498724927001328,1.5975233043669,1.92039868574268,2.19830974474902,-2.53121893806935,3.20125108612904,65.5077775252551,3.39754722545463e-12,2.05207203089113e-11
"Sdiv_ptg000001l_0815-R",0.785348182103594,0.350959927462963,0.92147851948005,0.424627427390394,-7.31915469592086,0.517348992125791,2.23998615222918,65.5032150298282,3.40484684526322e-12,2.05617505946993e-11
"Sdiv_ptg000015l_2026-R",-1.55622070282186,1.47458976652664,1.65210994528153,1.49609904938744,-6.39271240926823,1.79036142347572,1.77022648019063,65.495420923634,3.41735300440104e-12,2.06342061110347e-11
"Sdiv_ptg000012l_0965-R",2.0286009357566,4.72716679208155,3.90383330529837,3.20336912817021,1.28215900780056,1.69283568916778,2.80370152015429,65.4940945334016,3.41948584540667e-12,2.06440146057959e-11
"Sdiv_ptg000008l_0193-R",-3.0891092513855,1.22493484086566,1.78560745902751,2.41347688260121,-6.13640680852973,1.41199219876213,1.66871594735567,65.4765669840456,3.44779530587267e-12,2.08114156487725e-11
"Sdiv_ptg000004l_0835-R",2.61853048994412,2.53836169131,1.99998768340312,0.465834698749876,2.42024214943323,1.76485619796516,4.73015804838052,65.4762932425846,3.4482392869266e-12,2.08114156487725e-11
"Sdiv_ptg000003l_0182-R",1.75158754539271,1.10863078199857,-0.310023701518116,-0.0551288022624106,-0.099811844769682,0.0675743180021081,5.40304490749278,65.4754489865558,3.44960894448874e-12,2.0816588021981e-11
"Sdiv_ptg000012l_0723-R",2.62425223156237,4.9929525204746,4.80758483104058,4.00303155431192,5.93147277400192,4.83264743387318,2.18736282421446,65.4592456850256,3.4760014255148e-12,2.09727360898149e-11
"Sdiv_ptg000005l_0486-R",0.354169254768845,0.829045223050469,0.689989781537708,0.385438863825044,1.47235120683625,0.467566515330639,8.61764623972588,65.4574051815409,3.47901201604731e-12,2.09877821904052e-11
"Sdiv_ptg000009l_1095-R",-1.39119462197042,-1.55145920752188,-2.50268283474675,-1.66521405313694,-1.33541694633269,-1.16519344248508,4.82422514475388,65.4456502699258,3.49830151067468e-12,2.11010147270434e-11
"Sdiv_ptg000012l_0380-R",-0.390572522124214,-0.691798628340262,-1.27776424223622,-0.592087026106132,-1.86893073898226,-0.588706698651428,5.8584382309274,65.4400974544377,3.50745061561747e-12,2.11530580272929e-11
"Sdiv_ptg000003l_0175-R",5.5028043677605,4.98059580404766,1.6801412187963,6.30961573723063,8.79619697160435,7.28690515968101,1.348270549021,65.4394430900478,3.50853035177582e-12,2.11564276008627e-11
"Sdiv_ptg000014l_2139-R",1.17874443337962,4.47996874329773,3.05080048016568,0.913556474057965,4.22093526619025,2.742294266642,2.80405919566093,65.4296055266462,3.52480289483281e-12,2.12513951518309e-11
"Sdiv_ptg000004l_0648-R",5.34864052314667,1.92609991535173,3.42036087356275,3.95167992312292,3.37008075086141,3.41549293997476,4.20525161407456,65.4242471246729,3.53369801710994e-12,2.13018618887717e-11
"Sdiv_ptg000001l_0277-R",4.28141093611022,7.5702227784171,8.15518028321587,7.92980526406181,9.21921275453367,0,2.28764859788523,65.4156405803267,3.54803207474137e-12,2.13850958033172e-11
"Sdiv_ptg000012l_0802-R",-1.16610595834484,-0.836828749676002,-0.881848152826371,-0.583250150844016,0.0561935827761199,-1.68979770724958,6.56523410594294,65.4105985153347,3.55645649159455e-12,2.14326910504138e-11
"Sdiv_ptg000002l_0899-R",0.64921506591321,3.0330283945723,-0.227502248613428,6.139270442728,-1.91673537488894,4.03636503317611,1.58471729827873,65.4026444755183,3.56978691873366e-12,2.15098334503783e-11
"Sdiv_ptg000003l_0130-R",-0.545871512928604,-0.61954885995454,0.609335980717509,-0.551226889913536,-0.0788008453053773,-0.806379332322441,5.7450580086056,65.3637515740169,3.63569029161404e-12,2.19036854571632e-11
"Sdiv_ptg000015l_1315-R",-1.1655014185393,-0.111152376104481,-1.13497347822273,-0.140206546037228,-1.97324640133035,-0.597070167329775,4.73877976529823,65.3590539317834,3.64373211441756e-12,2.19488779466013e-11
"Sdiv_ptg000018l_0299-R",0.858346190003299,2.05604476267809,1.86173663288069,1.78920424365285,0.981001072730391,1.12652268683532,5.0248117558967,65.3553868306759,3.65002210536107e-12,2.19835060234784e-11
"Sdiv_ptg000014l_1794-R",1.72655145606847,0.0160757352169045,-0.451627002126643,0.388594663737657,-0.519013825388141,0.50050316660333,3.63627228070687,65.354713742536,3.65117779551056e-12,2.19872053336055e-11
"Sdiv_ptg000001l_1086-R",-1.44543351951675,-1.3862892131292,-0.419887196047117,-0.823707465500641,-1.64094340597684,-1.0721172285515,5.09054077041797,65.3498596257552,3.65952311878246e-12,2.20331015134031e-11
"Sdiv_ptg000010l_0384-R",1.81220215494151,2.65180449075501,2.87060954732048,2.52283284121054,1.7153037940859,1.96234401025404,4.43980184289554,65.3496496797072,3.65988449263419e-12,2.20331015134031e-11
"Sdiv_ptg000010l_1969-R",0.399847953289881,2.38721413250215,1.54287854870141,0.679946311314005,-0.55975203815454,0.741606793536918,4.63631396757069,65.3468911113322,3.66463604344826e-12,2.20584362852446e-11
"Sdiv_ptg000014l_0709-R",0.209532195732603,1.03882603076033,1.28859461424775,1.06765658142978,0.702919537805171,0.416758450868331,6.2663678879083,65.338676534463,3.67882189877453e-12,2.21405427629522e-11
"Sdiv_ptg000004l_0154-R",-1.09394172076307,-0.999793735231211,-1.04366677995717,-0.670101932154452,-0.923252562840151,-1.03702449681605,6.85668387030313,65.3349296418905,3.68531064147127e-12,2.21763076330146e-11
"Sdiv_ptg000001l_0991-R",2.9924543527085,3.9742024706136,1.84914000703639,1.76533767254153,4.39191351918879,4.26367364515196,3.92179768739823,65.3235749609743,3.70504413371627e-12,2.22917501990936e-11
"Sdiv_ptg000013l_1566-R",-1.38989726960635,-3.61530720737578,-8.09740298175629,-5.99180742001414,-5.28970906327436,-8.09740298175629,0.878191772419322,65.316188740541,3.71793734669782e-12,2.23660094666684e-11
"Sdiv_ptg000015l_2241-R",1.04951733198609,0.380942616586454,0.173673043701014,-0.505648462365916,0.478106129491679,0.0969133678644303,6.0803295091242,65.3084946883862,3.73141552154136e-12,2.24437651707463e-11
"Sdiv_ptg000007l_2072-R",1.82523588237056,1.23267425030407,1.98468835343062,-0.106980273245226,1.16019393965844,2.77025559596885,5.18009654372575,65.2830201108014,3.77638998105232e-12,2.27109140359317e-11
"Sdiv_ptg000007l_0708-R",-0.995677236253729,-1.68721759055212,-1.73607980168916,-1.45075206697488,-1.43025509966696,-0.750630292721132,5.05238204420088,65.2768906046412,3.78729190516901e-12,2.27714795364087e-11
"Sdiv_ptg000005l_1111-R",0.632825099740124,1.34806045032139,1.59718255806299,0.643361581114527,0.973473375511614,1.50022457667778,6.15283456265986,65.2767274919269,3.78758244567069e-12,2.27714795364087e-11
"Sdiv_ptg000012l_0042-R",-0.385644496923629,-2.08336862910982,-2.27186090171075,-2.83383316899549,0.996696615599068,-0.0792149620751675,3.04115359222853,65.274291813274,3.79192358525926e-12,2.27942041603312e-11
"Sdiv_ptg000003l_1121-R",1.27839489564481,1.98544891364199,1.24516845024225,1.17041120752771,3.03524357248762,-0.363681469254686,3.96071827056689,65.2649788029991,3.80856811737875e-12,2.28908698896213e-11
"Sdiv_ptg000005l_0119-R",6.37931086948496,0,0,0,0,0,-0.253231396500812,65.2603636380895,3.81684349888626e-12,2.29372128334728e-11
"Sdiv_ptg000010l_0495-R",1.07195007273197,-0.073023821939781,-0.43722039630719,0.224921614414673,-0.0760020752084445,-0.274342940754251,7.29948838732511,65.2393219374133,3.85480105320764e-12,2.3161889844118e-11
"Sdiv_ptg000004l_1621-R",1.55895028888571,-0.711071932010335,0.774497052023563,-0.154863447054807,2.03383645085045,1.59587326922368,4.70469687799251,65.2264870077145,3.87813898535724e-12,2.32986701641391e-11
"Sdiv_ptg000002l_2151-R",-2.9192237394188,-1.49757728775617,-1.26041016193372,-1.58573650014718,-1.49589306416526,-0.671542327856284,4.75413233357106,65.2204274975329,3.88920602653942e-12,2.33617011706597e-11
"Sdiv_ptg000002l_0922-R",4.47504203894503,1.34088776760937,-1.05161395812641,0.594166015765593,-0.936241590736811,-5.34958206908859,2.41899403118183,65.2182145503607,3.8932555881675e-12,2.33825671369811e-11
"Sdiv_ptg000001l_1225-R",-1.03874767060248,-0.306488829752536,-1.42980538973183,-0.773354567977246,0.0177091543577288,-1.46183226441231,5.24671733342565,65.2173957361499,3.8947550357948e-12,2.33881134255374e-11
"Sdiv_ptg000014l_0441-R",-1.35174289706128,-1.32410133915893,-0.128455344296963,-0.710310544480678,0.0109706274428702,-1.55130832968227,5.26693441078486,65.2120568218077,3.90454602461044e-12,2.3443441649465e-11
"Sdiv_ptg000012l_1618-R",-2.78821732152891,0.394432993681663,2.43987174645882,-0.913005548642191,0.19648314476602,-7.58395013282617,2.84754992132264,65.1959037061088,3.93431892607633e-12,2.36187099811141e-11
"Sdiv_ptg000001l_1432-R",0.414954538310649,-0.125645299892284,-0.341962211522915,-0.648855003963308,1.55891134602907,0.312511830889691,4.45848211651198,65.1868853748706,3.9510396704674e-12,2.37155826842571e-11
"Sdiv_ptg000007l_0695-R",-2.31745437872099,-0.784789406865927,-0.407435205861278,-0.327129143337201,0.348246001497784,-0.428596400968017,4.21188541810151,65.1540282806677,4.01256162193211e-12,2.40813002098988e-11
