"","logFC.populationSTDI","logFC.populationSTGL2","logFC.populationSTGL3","logFC.populationSTIN","logFC.populationSTPO1","logFC.populationSTTO.BH","logCPM","LR","PValue","FDR"
"Sdiv_ptg000009l_1714-R",-3.33821440317982,2.2476039139769,-2.79079011703149,0.904216349882228,-1.45471315599248,-4.21177755865263,2.50984317921111,74.7862166032562,4.24766723326772e-14,3.06142661828308e-13
"Sdiv_ptg000013l_0553-R",0.398349322474389,-0.214337821904531,-0.529440787042238,-0.60566716989274,0.994234100495586,0.0536114934232832,9.46342681457649,74.785717725188,4.24867172930443e-14,3.06160717373799e-13
"Sdiv_ptg000022l_0093-R",3.58976674130402,4.15682986311228,4.99548022819844,3.91293026540972,3.66924344060251,3.77706208423384,3.02385199379857,74.7814493850053,4.25727577727666e-14,3.06726295621178e-13
"Sdiv_ptg000015l_1727-R",2.06976034842833,1.54839700897181,1.52004408940484,0.436396428719669,1.67653938646249,2.39781965317815,7.35393579835618,74.7506662077989,4.31984533583855e-14,3.11179066359873e-13
"Sdiv_ptg000004l_1758-R",-0.505606709023874,-0.0122674625456904,0.766074229437527,0.845952959233971,-0.0740517085714226,0.163619884493305,6.90072261590563,74.7371738926851,4.34755829841548e-14,3.13119816008264e-13
"Sdiv_ptg000009l_1101-R",2.07397065625666,1.97981819193422,3.32332944589761,2.38743588901308,3.72611505022018,2.49746225162095,3.29637393102169,74.7281516455739,4.36618879576228e-14,3.14405856075055e-13
"Sdiv_ptg000010l_1764-R",-1.76214478585567,1.67756320962379,0.461621998497909,2.42803237113874,0.000561815577247714,1.06854848827504,2.84339859400676,74.7248437882745,4.37303931166307e-14,3.14843323208139e-13
"Sdiv_ptg000015l_0895-R",-1.13176487714482,-3.12343178473042,-2.48492685351257,-1.89486387735014,-2.9664185086613,-1.98879928366661,5.04736621922862,74.7243893013651,4.37398138448133e-14,3.14855323698367e-13
"Sdiv_ptg000015l_0291-R",0.0340652990354125,-0.838602074819219,-1.78441006565856,-1.25815753691755,0.00121809793944616,0.144566766089113,4.853216278125,74.7184224247214,4.38636849939821e-14,3.15691030284587e-13
"Sdiv_ptg000002l_1935-R",-1.09063865572196,0.230721093951918,0.56600809865401,-0.0368627161247367,0.023538345124516,-0.612755007536712,7.44835466767838,74.7160306594513,4.39134358418189e-14,3.15993084492805e-13
"Sdiv_ptg000007l_1045-R",1.1341978551824,1.98496194378042,2.39837462316299,1.08610942076232,1.86878638452737,1.91286958290384,5.20589645479893,74.7115499371456,4.40067905534339e-14,3.16608741533086e-13
"Sdiv_ptg000015l_1773-R",-1.34844720163072,-6.15276714518463,-3.43816388036862,-8.97649261052518,-5.49065302594454,0.0118071844112306,1.77531244581801,74.7069471726951,4.41028943162705e-14,3.17243955111866e-13
"Sdiv_ptg000022l_0677-R",-1.20775724738307,0.677866676002651,0.129753971235044,0.0376897565146335,0.425444222655169,-0.682238342794011,6.23001681775301,74.69849524694,4.42799129652772e-14,3.1846088307971e-13
"Sdiv_ptg000008l_0499-R",-0.980424652332758,-1.15110098654077,-1.8738260824997,-1.32255127798207,-1.28316479466673,-1.40884253204719,5.63178979988951,74.67882432586,4.46946561029299e-14,3.21386790457866e-13
"Sdiv_ptg000003l_0023-R",-0.0312004956023183,-1.50752663302957,-0.744228755279115,-1.36915062810009,-0.361489020009555,-1.2799393903529,6.88491227232595,74.6739557240519,4.47979034596094e-14,3.22072179157383e-13
"Sdiv_ptg000013l_0886-R",1.72857590518366,2.32403279594386,2.71775682739297,2.27980446975184,-5.79429495180209,2.53513981093425,2.24394027060655,74.6705944084955,4.48693250651718e-14,3.22528556133186e-13
"Sdiv_ptg000001l_0122-R",4.2385090549717,3.90285469128878,4.59495660333603,5.64915629203941,5.10831982886033,4.99650119359366,3.41350521649652,74.6658193120356,4.49709823710972e-14,3.23202072594827e-13
"Sdiv_ptg000010l_2706-R",0.673988614654489,1.64339917632032,1.40197911375406,0.953278595479835,1.07645921736138,1.33880234945738,6.42144485813527,74.6647209130369,4.49943987659046e-14,3.23313140380167e-13
"Sdiv_ptg000015l_2340-R",0.671454072535057,1.33049976590075,1.25808329045904,0.478157312036323,-6.30461821578108,1.29248337780282,3.12353396308041,74.6596465087847,4.51027364040933e-14,3.24034273606619e-13
"Sdiv_ptg000003l_2672-R",-0.35585676458816,-1.41830553325034,0.384143397004396,-0.561433159506572,-0.624327562010677,-0.0716431388562188,5.20996749432449,74.6430984014555,4.54578485162653e-14,3.26527754617278e-13
"Sdiv_ptg000002l_0523-R",5.0965038450626,-2.17283820224736,-2.17283820224736,-2.17283820224736,-2.17283820224736,-2.17283820224736,0.27584866571214,74.6407946187612,4.55075071445927e-14,3.26826642220256e-13
"Sdiv_ptg000002l_0777-R",7.01770458757308,1.94251314145036,0,0,0,0,0.138011069042074,74.6374362442077,4.55799948209233e-14,3.27289349195121e-13
"Sdiv_ptg000012l_1551-R",-1.90966539740654,2.55524456280752,3.5828391452288,0.673093584640133,-0.452055291136865,0.973164835248706,2.86059102831961,74.6257415621779,4.58333155598989e-14,3.290501434981e-13
"Sdiv_ptg000010l_0923-R",-0.527739455024744,-2.90566852244439,-1.95886125813969,-2.76309551370816,-1.29993434495051,-1.96622451192971,4.26199719059974,74.6199367300146,4.59595767054751e-14,3.2989828030803e-13
"Sdiv_ptg000015l_1104-R",0.914270680887501,3.15433071263306,3.79224778429642,2.2170445165498,3.7891694456054,2.10725762023305,3.72194092617838,74.6172933841779,4.60171872549576e-14,3.30253429776389e-13
"Sdiv_ptg000002l_0681-R",-0.334923398827127,-1.08734835947797,-4.32664228661518,-0.0182402017450368,-5.35004155604787,-2.00163050815829,2.3079483252991,74.6109655741903,4.61553921448981e-14,3.31186756217659e-13
"Sdiv_ptg000012l_1947-R",-0.826563604429318,-0.524591911481426,-1.38814003937506,-0.172202939175219,-1.56543869313276,-1.25858902045858,7.56717888186635,74.6053892114634,4.62775282726786e-14,3.31992029520975e-13
"Sdiv_ptg000010l_1137-R",1.1921875593139,1.46446683652862,1.83010025077118,0.410184975623236,1.55417512757944,-0.157388469140834,5.96705674002181,74.6050955174858,4.62839698349564e-14,3.31992029520975e-13
"Sdiv_ptg000010l_0678-R",0.424469191067754,2.04588529915828,2.16602722620538,1.78993459067969,1.0952192963426,1.12179213779298,4.11173794825641,74.5960004336809,4.64838952129928e-14,3.33352876513208e-13
"Sdiv_ptg000012l_0445-R",-0.616390577607446,-0.216470948524657,-0.653944026514235,-1.5889139094694,-0.264806476319156,-1.69362323369076,7.31383140784817,74.5957184093433,4.64901083508421e-14,3.33352876513208e-13
"Sdiv_ptg000010l_0211-R",3.74924961723668,0.866860057902757,2.68964831323069,1.49513131354721,-2.88004155504751,-0.260310515763237,2.15809733641142,74.5868394147499,4.66861416368772e-14,3.34699411600819e-13
"Sdiv_ptg000014l_2021-R",2.47958035866577,2.46530677895253,3.48849735653067,2.27944365336718,3.16093089727976,2.77730455245745,5.29604040016613,74.5773999626823,4.68954541022423e-14,3.36140654770636e-13
"Sdiv_ptg000009l_0939-R",1.31364749349704,0.502643297757225,0.595193763447741,1.34096058687864,1.17355561388211,2.94961221881096,5.1364303723167,74.5765862049357,4.69135423545361e-14,3.36210960262671e-13
"Sdiv_ptg000007l_0492-R",-2.23005971634776,-0.233371813752645,-0.431252121027268,-0.46514735132064,-6.8006185002013,1.10244181156969,2.36231014502488,74.5685150385136,4.70933263219713e-14,3.37439846237863e-13
"Sdiv_ptg000013l_0343-R",3.9187845642046,-1.08373289606559,-2.99981809331,-2.99981809331,0.321386071737004,5.6225214470856,0.465989520470558,74.5641677423109,4.71904465502645e-14,3.38076089029647e-13
"Sdiv_ptg000007l_0391-R",-1.84853608513848,-0.547599638096234,-3.1025352536311,-0.634906307628756,0.654356633195247,-1.49211371824779,3.38339726067784,74.555268605553,4.73898807553566e-14,3.39444963477158e-13
"Sdiv_ptg000009l_0381-R",1.56091049056537,0.15433574578211,0.0610339439944207,-2.53186737071374,1.65774840075824,1.18293456192913,3.06543467194451,74.5467493405017,4.75815902328963e-14,3.40758034038269e-13
"Sdiv_ptg000015l_1400-R",0.178891369474549,0.160835374431402,-1.01034177825976,-0.790094854312536,-0.596977023321484,-0.666814726991668,8.02685886039316,74.543173482283,4.76622885078515e-14,3.4127576920293e-13
"Sdiv_ptg000003l_1636-R",-1.41457765068315,-0.679844859928441,-1.06413986897747,0.143676069344951,-0.792506590233472,-1.30257399392675,6.6205097275116,74.5396582783108,4.77417511640398e-14,3.41784475981488e-13
"Sdiv_ptg000008l_1415-R",-0.0385022556536655,-7.88808422747413,-5.45103268444488,-7.88808422747413,-1.3928550221575,0.345444498890237,1.44845706017082,74.5292931649448,4.79768297943176e-14,3.43406865966519e-13
"Sdiv_ptg000010l_1036-R",0.0955805251773939,-2.07411661542094,-3.67269879567924,-2.34989673622483,-0.707891970483151,-0.451864619757948,3.53065429372263,74.519861634891,4.81917390938431e-14,3.44884342200316e-13
"Sdiv_ptg000015l_1035-R",1.31528047241996,0.941558612466822,2.19946679425558,0.188676973449407,0.907416254370918,0.844146671731283,5.46624735468944,74.5043117580784,4.85481634356788e-14,3.47373872153158e-13
"Sdiv_ptg000001l_1620-R",0.26454505666167,-2.98614524769758,-3.76309909120678,-5.92909097685441,-6.53012274449928,2.04273013767759,2.63582845224175,74.4969401524037,4.87180491266409e-14,3.48528030802745e-13
"Sdiv_ptg000022l_1822-R",0.336773732857234,0.726543179974368,1.05172772692616,1.38158436657547,0.498860664580949,-0.253350115246043,5.87405288984591,74.4863500686128,4.89631471386533e-14,3.50190106135087e-13
"Sdiv_ptg000002l_0234-R",-1.02392683169253,-2.93550103242858,-2.86367908311996,-2.00545997051777,-3.25526571275092,-4.22666432920149,3.38758096100201,74.4861570394883,4.89676260314983e-14,3.50190106135087e-13
"Sdiv_ptg000013l_1173-R",1.38722262231316,1.84942171765149,1.27046112535846,1.14708667526484,1.56677109862651,1.38113939080675,6.15397937175372,74.4807598241042,4.90930244493794e-14,3.51025066172125e-13
"Sdiv_ptg000010l_2739-R",0.630731414080015,-0.0181768012883957,-0.773537662630916,-1.13983579899498,0.66541012395359,-0.121219521209848,12.0864834635699,74.4473750886497,4.98758395163988e-14,3.56559566796284e-13
"Sdiv_ptg000010l_0577-R",1.52009272890426,2.46200379137154,1.47413570894532,2.04298420585442,1.6647902153072,0.58584655894877,5.17721110986989,74.4364262196165,5.01352761682255e-14,3.58351174808478e-13
"Sdiv_ptg000014l_0741-R",-0.689297861730902,0.594009350344118,0.397216935965859,0.124301200046821,-1.32792304539827,-0.339718232652248,5.11804873983172,74.3957024297235,5.11121202661337e-14,3.65269052363011e-13
"Sdiv_ptg000001l_1729-R",0.0038805945603027,-1.20877460829534,1.09956598923422,-0.0689290393367772,1.88319198785217,0.609156478277103,6.10664863863026,74.3926672286736,5.11856822644933e-14,3.65730391348234e-13
"Sdiv_ptg000005l_0988-R",-0.217111750247365,-1.03803350827109,-0.860847236839235,-0.259820780302377,-1.53117723148007,-1.00032952142358,7.02659823048031,74.3792013146912,5.15133229590672e-14,3.68006684038684e-13
"Sdiv_ptg000012l_1649-R",-1.53289966861559,-1.68806833615771,-1.61183130105311,-1.15047010561229,-2.52375246799852,-0.00234713937593798,3.78209426299493,74.3718686034727,5.16926157430261e-14,3.69222577812017e-13
"Sdiv_ptg000009l_1519-R",0.0618684154318573,1.09330767959006,1.57598180139411,1.06236795145029,0.6108634947006,0.0101884711071129,5.66912444402466,74.359245576146,5.20027232728158e-14,3.71372244322187e-13
"Sdiv_ptg000002l_1809-R",0.759550785603767,0.858629581801671,1.59087808434615,1.27532092010052,0.905255269911636,1.03402344517109,6.21216417044517,74.3403927683902,5.24693388450347e-14,3.74638644828817e-13
"Sdiv_ptg000015l_0609-R",-2.36513031165957,-0.380862574417418,1.65338897274183,-2.91028510111497,-0.200758332108847,-1.04518662567395,3.2224142216283,74.3314033047638,5.26933017779261e-14,3.76171626581306e-13
"Sdiv_ptg000007l_0190-R",-0.0952361471648363,-1.16393476022022,-1.65880328948553,-2.02510739318802,-1.63101300419914,-1.5674312068117,5.10689650889186,74.3206763445865,5.29618020064215e-14,3.78021960322157e-13
"Sdiv_ptg000008l_0461-R",5.16244546120037,5.65517366950244,6.09800058182313,5.19199911606397,4.2385415202344,5.93015670185476,2.85600873017094,74.316860595877,5.30576407974863e-14,3.78639466119988e-13
"Sdiv_ptg000002l_0584-R",2.14630056871027,5.53444962061082,4.83613785657072,4.03742066200436,5.18072758742493,4.77897322856204,3.22004870361859,74.3161051291062,5.30766361112326e-14,3.78708467041418e-13
"Sdiv_ptg000010l_2881-R",0.384319468083994,-1.41721237139817,-1.1098306145119,-3.74267054803401,-2.05276841830278,0.446536147102988,4.03712287671135,74.3142701082016,5.3122803812588e-14,3.78971288055859e-13
"Sdiv_ptg000008l_0787-R",-0.462251245427566,0.43900640373133,0.651902316143121,0.515813101206994,-0.509519678693695,0.000171010155708318,5.95321713638766,74.3032949740804,5.33997679417253e-14,3.80880199726277e-13
"Sdiv_ptg000002l_0372-R",-1.24699090829383,0.112613413700309,-0.26953448888332,-0.360156335984338,-0.882051221416568,-0.546462470828842,6.63552279501272,74.264226558995,5.43974359573859e-14,3.87928044342398e-13
"Sdiv_ptg000009l_1418-R",0.78130155793794,0.635731957433952,0.774046692774564,-0.133101583016851,1.32636263217082,1.95080866308218,7.40017032756327,74.2487880912447,5.47967904035797e-14,3.90707369820501e-13
"Sdiv_ptg000008l_1247-R",-0.973980117784488,3.38579634368695,1.60769214577732,2.23694850906427,2.92050342901911,-5.14939577365847,1.81295726973638,74.2354972446253,5.51429352975864e-14,3.93106395838095e-13
"Sdiv_ptg000015l_0746-R",0.613770931947696,-0.00958502883146625,1.25190358118394,0.0806270454090543,-7.26251974602969,2.01743990979439,2.27304654189593,74.2314176390886,5.52496212317041e-14,3.93797809326764e-13
"Sdiv_ptg000012l_0494-R",1.99771068301292,2.35384038660763,2.75916995404643,2.39757569327454,1.89078459369145,2.6013672913071,5.12843818896021,74.2240734822646,5.54421982985579e-14,3.95101071272594e-13
"Sdiv_ptg000010l_1819-R",2.24556827725687,1.32464739197363,2.05427541591845,0.682056407654585,1.67597096797314,3.0358416439935,4.52917157846365,74.2195968535066,5.55599122206497e-14,3.95870467736743e-13
"Sdiv_ptg000014l_2137-R",0.405331406720647,0.425243411281304,1.08867570002059,0.19457105114794,-1.97996093487622,0.593016354318105,5.61973686980516,74.216463535108,5.56424519323504e-14,3.96389018099127e-13
"Sdiv_ptg000022l_1371-R",2.65406149224142,2.45037265800342,2.65911842204513,1.56469765425423,2.7516963632967,2.50358568354586,4.85891225770178,74.1982958955888,5.61234532719793e-14,3.99745473348885e-13
"Sdiv_ptg000010l_1186-R",7.30886598164658,8.61195785562245,8.3375089051619,8.87909108555288,8.18220172699123,7.08187487732316,2.58704500185124,74.1919536149949,5.62923455284898e-14,4.00878109878965e-13
"Sdiv_ptg000010l_2690-R",1.23819869196979,0.7207645705273,0.415825613840055,0.237061342258244,1.30459358239222,0.116618864945993,7.30527474063326,74.1806839255277,5.65937055827883e-14,4.02953534787779e-13
"Sdiv_ptg000008l_1233-R",6.68209338544279,2.05581564382181,0,0,0,8.28227854103208,0.25124663314951,74.1773377019731,5.66834959101958e-14,4.0352209588524e-13
"Sdiv_ptg000001l_0634-R",1.03385992239611,0.528866817347387,-0.0259816314581472,0.0836401740419712,0.619099779323617,-0.330429612400257,7.70934967511278,74.1561118176706,5.72563792345019e-14,4.07528928167605e-13
"Sdiv_ptg000003l_2141-R",-1.49333056811014,-0.497450971692827,2.36704161961744,-0.164929343423237,-6.70567440187162,-3.20179483297688,1.80418136846744,74.1523543499419,5.73583933128132e-14,4.08183476841937e-13
"Sdiv_ptg000003l_1383-R",-0.161087325421855,-1.06244770738438,-0.982429074040173,-0.793465483353317,0.234841929134985,0.177913176189437,6.16601950080148,74.148040955952,5.74757243773718e-14,4.08946778354225e-13
"Sdiv_ptg000001l_0822-R",0,0,8.26061118081096,2.21399038904267,0,3.50387956889474,0.641631789209382,74.1270442455168,5.80502992174972e-14,4.12962587600857e-13
"Sdiv_ptg000129l_0022-R",3.44262483655216,0,0,8.12448163545868,0,3.50387956889474,0.0934828375480808,74.1251412150519,5.8102658232885e-14,4.13262662498603e-13
"Sdiv_ptg000012l_1251-R",0.587942478199819,0.752262751548174,2.26584638616481,2.65688432245163,-3.4488501112366,2.15688182048744,3.69478218410428,74.1176296961681,5.83097871422782e-14,4.14630381922256e-13
"Sdiv_ptg000014l_0100-R",2.73203600667004,3.07972718734653,2.47559029404426,4.14916785446938,0.0388390662562285,2.05939504386788,3.14047818186453,74.11742742749,5.8315374849973e-14,4.14630381922256e-13
"Sdiv_ptg000001l_2195-R",0.486677370767206,0.706536041224053,-0.829195524653821,2.29562494480394,0.00168634339911679,0.606796898621617,4.74601735804041,74.1138707582957,5.84137158596346e-14,4.15256888339692e-13
"Sdiv_ptg000007l_2128-R",-0.177189320312422,-3.56397796711439,-1.73598671916166,-1.54334136550537,-0.679209524955525,0.163688651316926,4.47975287584737,74.111602912468,5.84765076613172e-14,4.15630504130132e-13
"Sdiv_ptg000002l_0098-R",-2.99999482839241,0.654428763408492,0.443506656297319,-0.266218876296089,0.337573866599754,-0.675960222619431,2.74749501449156,74.0922504498035,5.90150847090641e-14,4.19385111952443e-13
"Sdiv_ptg000003l_2749-R",0.841674945348622,0.342261204969676,-0.354074697262181,0.346320736320518,-2.47263063442871,0.573316345523125,5.11508802064554,74.0881509501634,5.91298075298462e-14,4.20126852940846e-13
"Sdiv_ptg000003l_2379-R",0.330366042542626,-1.26659699479242,-0.90093568132759,-0.992709655178085,-0.170627243070651,-0.179713299743861,5.68428179098559,74.0801546037324,5.93542231801444e-14,4.21647583354259e-13
"Sdiv_ptg000007l_1406-R",0.915765355765304,-0.275751684819264,-0.187635053992892,-0.756991143826699,0.30430106716434,0.808442394977398,5.9346297268964,74.0696004162981,5.96517265429496e-14,4.2365256621871e-13
"Sdiv_ptg000014l_1724-R",0.589510928786567,1.03303831370509,0.884955505918563,0.484837534920903,1.24954218501366,0.227967911861441,7.01413842576344,74.0694022801972,5.96573258542724e-14,4.2365256621871e-13
"Sdiv_ptg000007l_1987-R",-0.101390406537952,-0.996383445363964,-2.19512578640797,-0.62407768117203,-1.24264527792214,-0.276777155554925,6.92160708311234,74.0358025556215,6.0614481682713e-14,4.30374478616584e-13
"Sdiv_ptg000010l_0201-R",0.334139320374182,-0.470332727463942,-1.19977301477342,-0.928834489775847,-1.12736597717687,-0.970331043214284,6.77163443603034,74.0306691303821,6.07620618258547e-14,4.3134690253508e-13
"Sdiv_ptg000001l_2062-R",0.602736292035671,-1.63453311254565,-1.13916425884132,-1.56057152706264,-0.271620574851298,-0.0202862889967257,6.24490675015402,74.0192465885099,6.10917355091694e-14,4.33611433680359e-13
"Sdiv_ptg000012l_0141-R",0.406918754779079,1.4546744071618,2.50060504580694,1.02127463415754,1.13409493444127,0.415121735245779,3.94930266097416,74.0188205060523,6.11040674541973e-14,4.33623167257101e-13
"Sdiv_ptg000016l_0137-R",0.0991549823846607,-0.600471108251396,-0.42753666304987,-0.963125689817637,0.527438820033739,-0.142513247358344,6.43077032174131,73.9953929933744,6.17859604473429e-14,4.38385586217859e-13
"Sdiv_ptg000015l_1822-R",4.04918804251563,5.24896635128504,8.08019497951714,6.10643750626938,6.23187407513353,4.93464025187223,3.04520473317987,73.9786432846826,6.22781389076698e-14,4.41800508121041e-13
"Sdiv_ptg000010l_1470-R",1.16938400534389,-0.115211031573782,0.860310716540279,-0.279558712917832,-0.29788784121446,-0.910208562342528,5.913259374586,73.9736561691935,6.24254366808099e-14,4.42768084167854e-13
"Sdiv_ptg000005l_0845-R",3.7100103541387,5.64806898815056,5.33555442747875,5.28331038256734,5.80380385315399,4.42516676313492,3.15153401250364,73.9639706506245,6.27124994235029e-14,4.44726467270478e-13
"Sdiv_ptg000022l_1922-R",0.271089710294417,-1.1259930063723,-1.16588462381375,-1.07222017329688,-1.47877586346199,-0.667985769930276,6.07031644946198,73.9510698109603,6.30969069513667e-14,4.47374367673685e-13
"Sdiv_ptg000008l_0310-R",3.72958591624978,8.05222166720626,8.56507355045749,0,0,0,1.47969679696542,73.95037104071,6.31177953110821e-14,4.47444342947241e-13
"Sdiv_ptg000003l_0610-R",1.08585401689357,-0.682278483626947,-0.605191207548377,0.0975149824846895,-0.329859829287318,0.898723938366117,4.49338363628113,73.9430390041551,6.33373888396405e-14,4.48922676073039e-13
"Sdiv_ptg000018l_0027-R",0.199913948002565,-0.268814448680685,-0.976291452823465,0.220802958252913,0.944326200944713,-0.0222528882725383,5.80898553943018,73.9401879700865,6.34229827648959e-14,4.49450896710535e-13
"Sdiv_ptg000001l_0469-R",1.11632596877034,1.55621701848519,1.71085014605648,1.23762873457781,1.46510124735997,0.739350826301952,6.52722146352548,73.9390532887563,6.34570803601214e-14,4.49569729939678e-13
"Sdiv_ptg000010l_0960-R",0.271446507692355,-0.643992962949934,-0.58158395720088,-0.523723068336989,-1.50668842513332,-0.277590155297456,6.25338548011463,73.9388931322237,6.34618945972081e-14,4.49569729939678e-13
"Sdiv_ptg000015l_0914-R",0.819043909159856,0.169708007472964,-1.7778756242243,1.37952729906083,-1.43949638796892,0.0795296199824294,4.86748571445632,73.9305928502927,6.37118973690716e-14,4.51262045101783e-13
"Sdiv_ptg000013l_1966-R",-1.0536073193736,1.61216212419024,1.70621883799254,1.71227099996506,0.305195904933057,1.19261512345861,3.6058040515308,73.9231776409065,6.39360734704794e-14,4.52770875364892e-13
"Sdiv_ptg000003l_0776-R",-0.155977115400777,-1.35642052719256,-1.65446128496767,-1.08244461167743,-1.89647768637534,-2.24141396640323,5.15456188495654,73.9155786818394,6.4166621781391e-14,4.54324297132548e-13
"Sdiv_ptg000003l_2069-R",8.52144837121566,4.52117962271443,5.69377152642738,0,0,6.96728482202566,1.36541905190532,73.9082657817848,6.43892749498016e-14,4.55821286368836e-13
"Sdiv_ptg000014l_2381-R",0.443080305101585,1.26454263776289,1.15237364637237,1.20459443107467,0.254780861110774,0.273590463540773,7.57084672635363,73.8945809487399,6.48080065121593e-14,4.58705579995248e-13
"Sdiv_ptg000010l_1840-R",1.48773504397258,1.45248120446136,3.41475942152597,3.03399897691333,2.21558492543843,2.87184340024133,5.1809210149476,73.8802916247948,6.52481363273471e-14,4.6174029691674e-13
"Sdiv_ptg000012l_1973-R",3.57794876845359,3.40221759033375,3.25273301546463,2.05643173178955,3.80921872323814,4.57848855023922,5.49005942417783,73.8672292556501,6.5653084846145e-14,4.64525032804071e-13
"Sdiv_ptg000004l_0299-R",0.44212460498235,1.26687498395307,0.83237138336412,0.608066282341201,1.30132209164447,1.25198045744144,6.14447891028861,73.8487628773752,6.62298487795225e-14,4.68524257759807e-13
"Sdiv_ptg000015l_0347-R",-0.473138333174939,-1.68785671907779,-4.77988777541366,0.443991568944086,1.68181755765143,0.129777054047617,2.68422321390775,73.8190974495756,6.71670048827451e-14,4.75071137479315e-13
"Sdiv_ptg000001l_1201-R",8.79776716684071,8.01603460192915,8.52799887371038,6.13386077214129,9.93905958023262,8.6223395403956,3.10593760171441,73.8151915223158,6.72913788398922e-14,4.75867943081272e-13
"Sdiv_ptg000007l_0357-R",1.89830393356623,-1.26959559124732,-5.30517554407623,-5.30517554407623,-5.30517554407623,2.65633294846447,0.591589135474432,73.7946778397513,6.79483680152648e-14,4.8043033808599e-13
"Sdiv_ptg000012l_2310-R",-0.522197787163275,-0.764045301221763,-2.45407269938355,-2.17645873318706,0.199338448285513,1.06332488710924,3.44022516988944,73.7912148366934,6.80599073226629e-14,4.81135201383017e-13
"Sdiv_ptg000014l_2524-R",-2.03852239273418,-2.22950666045702,-3.50525468866828,-0.449477086208771,-1.6914965029422,-2.73703803372091,4.51699362927894,73.7899852061838,6.80995562584122e-14,4.81331693895403e-13
"Sdiv_ptg000003l_1010-R",-2.26796132003208,-2.01801113829237,-1.18280921530858,-0.889851531000752,-1.68971498754553,-2.01228020454551,4.50417528144347,73.78503682055,6.82593482252918e-14,4.82377148283362e-13
"Sdiv_ptg000014l_0256-R",0.00749273710105417,-1.26293260580057,-0.77656261769077,-1.16428337752217,-0.954414953453232,-0.898661311425519,5.8556649520109,73.7721643562023,6.86767782198202e-14,4.8524260594989e-13
"Sdiv_ptg000008l_0650-R",0.808235948045937,-0.867279557153655,-0.841556549719127,-0.67582541723546,0.627305186097186,-3.63832699336609,4.34527534827961,73.7558629416954,6.92090622239521e-14,4.88918437833298e-13
"Sdiv_ptg000005l_0522-R",-0.549655985911362,-0.224264529583797,0.196150280861023,-1.47702197822963,1.30155670650108,0.599963645510557,4.11992564530615,73.752938372285,6.9304991960273e-14,4.89510959043111e-13
"Sdiv_ptg000012l_1511-R",-1.1541109876288,0.308821302487703,-0.9687076260821,-0.770109018230731,-0.558681562999956,-0.400825025073582,5.50658336395943,73.7459286066996,6.95354623222797e-14,4.91053388357998e-13
"Sdiv_ptg000022l_0673-R",0.0910510849234414,-3.27227004624263,1.30964306311184,2.69119676602742,-2.24463346849816,0.712891219055446,4.31836332570066,73.7427165784262,6.96413243998354e-14,4.91715461411879e-13
"Sdiv_ptg000013l_1010-R",-1.6349361118588,-1.45225877774897,-1.29913459619105,-1.87085463957384,-3.1916830487405,-2.13446693086771,4.37281039247389,73.7423450468674,6.96535797210161e-14,4.91716491333724e-13
"Sdiv_ptg000008l_1400-R",7.73058229188423,7.31752054619104,7.69930851754285,7.8685201440146,0,9.25575144378377,1.93830495666784,73.732856671812,6.99672935399484e-14,4.93845284457352e-13
"Sdiv_ptg000007l_0042-R",-0.045342295381793,-0.606923591272542,-1.02893623484176,-1.14617493656274,-0.798888789794305,-1.59514614699128,10.157950716616,73.7292913632146,7.00855375147419e-14,4.94593906208483e-13
"Sdiv_ptg000015l_2044-R",1.10726653751761,2.11744386210182,1.81647683042313,1.95249428872079,1.96024800153257,1.6824381886191,5.09753143010197,73.7231501122375,7.02896810076788e-14,4.95948355690323e-13
"Sdiv_ptg000002l_0617-R",-0.198400656749725,-1.3464091556428,-1.9361074031935,-1.42246215632711,-0.778711101736173,-1.36297640759144,7.81669411471521,73.705825562366,7.08687779104526e-14,4.99947462792188e-13
"Sdiv_ptg000027l_0143-R",4.81454823999008,5.83463851054601,5.84131767388261,4.07281823602321,6.10589649332649,5.64299412100004,3.84474327484586,73.6865128168618,7.15199496737069e-14,5.04453548106747e-13
"Sdiv_ptg000014l_1754-R",-0.841466347380479,1.79081939172065,1.85562882499905,2.1501893500318,-0.568168116058469,1.914549735117,4.23598786421885,73.6586287845845,7.24706746453524e-14,5.11070547872383e-13
"Sdiv_ptg000003l_2619-R",-0.0784882721635433,0.230867457710545,0.535434948921747,0.167686271612067,-1.18229975294587,-0.201869343828502,6.67328184461281,73.6513827795,7.27197909264188e-14,5.12738293168633e-13
"Sdiv_ptg000013l_0626-R",-4.95957145614279,-5.78144970833571,-8.74403004464893,-8.74403004464893,-2.14237515616061,-8.74403004464893,1.03632343508721,73.6455070538954,7.2922424876823e-14,5.14007739093735e-13
"Sdiv_ptg000013l_1190-R",0.360680764572732,-1.95227091763807,-1.63191345442965,-1.74185542580807,-0.922005262921118,-0.645146576545048,4.50206763586665,73.645428185245,7.29251486213616e-14,5.14007739093735e-13
"Sdiv_ptg000013l_1072-R",1.38766359738977,-2.08348986100335,-5.3784615914149,-5.3784615914149,2.50791334561327,3.16607880777551,1.12617002726269,73.6447968162617,7.29469567365599e-14,5.14072218890099e-13
"Sdiv_ptg000008l_0811-R",-0.32115721273809,0.451404936495552,0.53518930870292,0.535689785005412,-1.4215225305726,1.24061944247099,4.59920947358504,73.6165173733748,7.39304636380739e-14,5.20912789603961e-13
